"","num_layers","optim","activation","lr","xi","eps","tie","batch_size","early_stopping","patience","node_1","node_2","node_3","node_4","train.lkh","test.lkh"
"145",2,"Adam","LeakyReLU",0.01,0,0,"Efron",5000,"TRUE",20,2,2,NA,NA,5.75684766335921,7.14967016220093
"146",3,"Adam","LeakyReLU",0.01,0,0,"Efron",5000,"TRUE",20,2,2,2,NA,5.70026655197144,6.13238868713379
"147",4,"Adam","LeakyReLU",0.01,0,0,"Efron",5000,"TRUE",20,2,2,2,2,5.75825985561718,7.15060844421387
"148",2,"Adam","LeakyReLU",0.01,0,0,"Efron",5000,"TRUE",20,10,10,NA,NA,5.70156326293945,6.13339519500732
"149",3,"Adam","LeakyReLU",0.01,0,0,"Efron",5000,"TRUE",20,10,10,10,NA,5.75907583670183,7.15131216049194
"150",4,"Adam","LeakyReLU",0.01,0,0,"Efron",5000,"TRUE",20,10,10,10,10,5.70244798660278,6.13453807830811
"151",2,"SGD","LeakyReLU",0.01,0,0,"Efron",5000,"TRUE",20,2,2,NA,NA,5.7888154593381,7.18007495880127
"152",3,"SGD","LeakyReLU",0.01,0,0,"Efron",5000,"TRUE",20,2,2,2,NA,5.73350486755371,6.16313457489014
"153",4,"SGD","LeakyReLU",0.01,0,0,"Efron",5000,"TRUE",20,2,2,2,2,5.81369707367637,7.20547021865845
"154",2,"SGD","LeakyReLU",0.01,0,0,"Efron",5000,"TRUE",20,10,10,NA,NA,5.75753860473633,6.18879842758179
"155",3,"SGD","LeakyReLU",0.01,0,0,"Efron",5000,"TRUE",20,10,10,10,NA,5.83899158997969,7.23170835494995
"156",4,"SGD","LeakyReLU",0.01,0,0,"Efron",5000,"TRUE",20,10,10,10,10,5.78316154479981,6.21334705352783
"157",2,"Adam","LeakyReLU",0.05,0,0,"Efron",5000,"TRUE",20,2,2,NA,NA,5.75670765529979,7.14979137420654
"158",3,"Adam","LeakyReLU",0.05,0,0,"Efron",5000,"TRUE",20,2,2,2,NA,5.69967727661133,6.13213977813721
"159",4,"Adam","LeakyReLU",0.05,0,0,"Efron",5000,"TRUE",20,2,2,2,2,5.75741523395885,7.15008909225464
"160",2,"Adam","LeakyReLU",0.05,0,0,"Efron",5000,"TRUE",20,10,10,NA,NA,5.70087556838989,6.13297004699707
"161",3,"Adam","LeakyReLU",0.05,0,0,"Efron",5000,"TRUE",20,10,10,10,NA,5.75826971747659,7.15043455123901
"162",4,"Adam","LeakyReLU",0.05,0,0,"Efron",5000,"TRUE",20,10,10,10,10,5.70140533447266,6.13390369415283
"163",2,"SGD","LeakyReLU",0.05,0,0,"Efron",5000,"TRUE",20,2,2,NA,NA,5.78221438147805,7.17469539642334
"164",3,"SGD","LeakyReLU",0.05,0,0,"Efron",5000,"TRUE",20,2,2,2,NA,5.72578125,6.15795259475708
"165",4,"SGD","LeakyReLU",0.05,0,0,"Efron",5000,"TRUE",20,2,2,2,2,5.80224668762901,7.19458614349365
"166",2,"SGD","LeakyReLU",0.05,0,0,"Efron",5000,"TRUE",20,10,10,NA,NA,5.74528045654297,6.17824640274048
"167",3,"SGD","LeakyReLU",0.05,0,0,"Efron",5000,"TRUE",20,10,10,10,NA,5.82227826551958,7.21443284988403
"168",4,"SGD","LeakyReLU",0.05,0,0,"Efron",5000,"TRUE",20,10,10,10,10,5.76542024612427,6.19664659500122
"169",2,"Adam","LeakyReLU",0.2,0,0,"Efron",5000,"TRUE",20,2,2,NA,NA,5.76759711178866,7.16008890151978
"170",3,"Adam","LeakyReLU",0.2,0,0,"Efron",5000,"TRUE",20,2,2,2,NA,5.71518640518188,6.14723796844482
"171",4,"Adam","LeakyReLU",0.2,0,0,"Efron",5000,"TRUE",20,2,2,2,2,5.77721627842296,7.16661870956421
"172",2,"Adam","LeakyReLU",0.2,0,0,"Efron",5000,"TRUE",20,10,10,NA,NA,5.72285852432251,6.15059022903442
"173",3,"Adam","LeakyReLU",0.2,0,0,"Efron",5000,"TRUE",20,10,10,10,NA,5.77931299643083,7.16866270065308
"174",4,"Adam","LeakyReLU",0.2,0,0,"Efron",5000,"TRUE",20,10,10,10,10,5.72531900405884,6.15533447265625
"175",2,"SGD","LeakyReLU",0.2,0,0,"Efron",5000,"TRUE",20,2,2,NA,NA,5.93625581914728,7.31771299362183
"176",3,"SGD","LeakyReLU",0.2,0,0,"Efron",5000,"TRUE",20,2,2,2,NA,5.88628778457642,6.31155767440796
"177",4,"SGD","LeakyReLU",0.2,0,0,"Efron",5000,"TRUE",20,2,2,2,2,6.06687608632174,7.45602478027344
"178",2,"SGD","LeakyReLU",0.2,0,0,"Efron",5000,"TRUE",20,10,10,NA,NA,6.0198094367981,6.4487699508667
"179",3,"SGD","LeakyReLU",0.2,0,0,"Efron",5000,"TRUE",20,10,10,10,NA,6.19860678152605,7.58098546981812
"180",4,"SGD","LeakyReLU",0.2,0,0,"Efron",5000,"TRUE",20,10,10,10,10,6.16260118484497,6.58792428970337
"181",2,"Adam","LeakyReLU",0.01,0.2,0,"Efron",5000,"TRUE",20,2,2,NA,NA,5.76620916019786,7.15851593017578
"182",3,"Adam","LeakyReLU",0.01,0.2,0,"Efron",5000,"TRUE",20,2,2,2,NA,5.70827913284302,6.14242792129517
"183",4,"Adam","LeakyReLU",0.01,0.2,0,"Efron",5000,"TRUE",20,2,2,2,2,5.77020859284834,7.16282342910767
"184",2,"Adam","LeakyReLU",0.01,0.2,0,"Efron",5000,"TRUE",20,10,10,NA,NA,5.71424036026001,6.14640874862671
"185",3,"Adam","LeakyReLU",0.01,0.2,0,"Efron",5000,"TRUE",20,10,10,10,NA,5.77422217022289,7.1667670249939
"186",4,"Adam","LeakyReLU",0.01,0.2,0,"Efron",5000,"TRUE",20,10,10,10,10,5.71676998138428,6.15256090164185
"187",2,"SGD","LeakyReLU",0.01,0.2,0,"Efron",5000,"TRUE",20,2,2,NA,NA,5.89427684437145,7.28538204193115
"188",3,"SGD","LeakyReLU",0.01,0.2,0,"Efron",5000,"TRUE",20,2,2,2,NA,5.84112396240234,6.2770546913147
"189",4,"SGD","LeakyReLU",0.01,0.2,0,"Efron",5000,"TRUE",20,2,2,2,2,5.99418677850203,7.38582006454468
"190",2,"SGD","LeakyReLU",0.01,0.2,0,"Efron",5000,"TRUE",20,10,10,NA,NA,5.93678503036499,6.37659597396851
"191",3,"SGD","LeakyReLU",0.01,0.2,0,"Efron",5000,"TRUE",20,10,10,10,NA,6.09424563754689,7.48525587081909
"192",4,"SGD","LeakyReLU",0.01,0.2,0,"Efron",5000,"TRUE",20,10,10,10,10,6.04951696395874,6.48071231842041
"193",2,"Adam","LeakyReLU",0.05,0.2,0,"Efron",5000,"TRUE",20,2,2,NA,NA,5.8210541118275,7.19837074279785
"194",3,"Adam","LeakyReLU",0.05,0.2,0,"Efron",5000,"TRUE",20,2,2,2,NA,5.77300968170166,6.19360685348511
"195",4,"Adam","LeakyReLU",0.05,0.2,0,"Efron",5000,"TRUE",20,2,2,2,2,5.84191421161998,7.22637084960938
"196",2,"Adam","LeakyReLU",0.05,0.2,0,"Efron",5000,"TRUE",20,10,10,NA,NA,5.80392436981201,6.21947364807129
"197",3,"Adam","LeakyReLU",0.05,0.2,0,"Efron",5000,"TRUE",20,10,10,10,NA,5.85555422522805,7.24371984481811
"198",4,"Adam","LeakyReLU",0.05,0.2,0,"Efron",5000,"TRUE",20,10,10,10,10,5.81929302215576,6.24957523345947
"199",2,"SGD","LeakyReLU",0.05,0.2,0,"Efron",5000,"TRUE",20,2,2,NA,NA,6.45018635663119,7.84587564468384
"200",3,"SGD","LeakyReLU",0.05,0.2,0,"Efron",5000,"TRUE",20,2,2,2,NA,6.46923236846924,6.8815447807312
"201",4,"SGD","LeakyReLU",0.05,0.2,0,"Efron",5000,"TRUE",20,2,2,2,2,7.02564423734492,8.35782716751099
"202",2,"SGD","LeakyReLU",0.05,0.2,0,"Efron",5000,"TRUE",20,10,10,NA,NA,7.08522329330444,7.38429651260376
"203",3,"SGD","LeakyReLU",0.05,0.2,0,"Efron",5000,"TRUE",20,10,10,10,NA,7.55017556277188,8.92148502349854
"204",4,"SGD","LeakyReLU",0.05,0.2,0,"Efron",5000,"TRUE",20,10,10,10,10,7.85357580184936,8.26034088134766
"205",2,"Adam","LeakyReLU",0.2,0.2,0,"Efron",5000,"TRUE",20,2,2,NA,NA,5.80222447135232,7.19415374755859
"206",3,"Adam","LeakyReLU",0.2,0.2,0,"Efron",5000,"TRUE",20,2,2,2,NA,5.74893589019775,6.18158264160156
"207",4,"Adam","LeakyReLU",0.2,0.2,0,"Efron",5000,"TRUE",20,2,2,2,2,5.81835792714899,7.20964340209961
"208",2,"Adam","LeakyReLU",0.2,0.2,0,"Efron",5000,"TRUE",20,10,10,NA,NA,5.7580246925354,6.19959506988525
"209",3,"Adam","LeakyReLU",0.2,0.2,0,"Efron",5000,"TRUE",20,10,10,10,NA,5.83439036716114,7.22565130233765
"210",4,"Adam","LeakyReLU",0.2,0.2,0,"Efron",5000,"TRUE",20,10,10,10,10,5.76937189102173,6.21839513778687
"211",2,"SGD","LeakyReLU",0.2,0.2,0,"Efron",5000,"TRUE",20,2,2,NA,NA,6.31415112235329,7.70309419631958
"212",3,"SGD","LeakyReLU",0.2,0.2,0,"Efron",5000,"TRUE",20,2,2,2,NA,6.25586261749268,6.70974903106689
"213",4,"SGD","LeakyReLU",0.2,0.2,0,"Efron",5000,"TRUE",20,2,2,2,2,6.71423831419511,8.09780435562134
"214",2,"SGD","LeakyReLU",0.2,0.2,0,"Efron",5000,"TRUE",20,10,10,NA,NA,6.67462167739868,7.13662042617798
"215",3,"SGD","LeakyReLU",0.2,0.2,0,"Efron",5000,"TRUE",20,10,10,10,NA,7.11428432031111,8.49880411148071
"216",4,"SGD","LeakyReLU",0.2,0.2,0,"Efron",5000,"TRUE",20,10,10,10,10,7.08136739730835,7.52649631500244
"217",2,"Adam","LeakyReLU",0.01,0,0.2,"Efron",5000,"TRUE",20,2,2,NA,NA,5.75672573609786,7.1494432258606
"218",3,"Adam","LeakyReLU",0.01,0,0.2,"Efron",5000,"TRUE",20,2,2,2,NA,5.69977178573608,6.1320915222168
"219",4,"Adam","LeakyReLU",0.01,0,0.2,"Efron",5000,"TRUE",20,2,2,2,2,5.75730497186834,7.14978294372559
"220",2,"Adam","LeakyReLU",0.01,0,0.2,"Efron",5000,"TRUE",20,10,10,NA,NA,5.70055990219116,6.13277387619019
"221",3,"Adam","LeakyReLU",0.01,0,0.2,"Efron",5000,"TRUE",20,10,10,10,NA,5.75787611441179,7.15134094238281
"222",4,"Adam","LeakyReLU",0.01,0,0.2,"Efron",5000,"TRUE",20,10,10,10,10,5.70090827941894,6.13356494903564
"223",2,"SGD","LeakyReLU",0.01,0,0.2,"Efron",5000,"TRUE",20,2,2,NA,NA,5.78165277567777,7.1737829208374
"224",3,"SGD","LeakyReLU",0.01,0,0.2,"Efron",5000,"TRUE",20,2,2,2,NA,5.72681121826172,6.15687017440796
"225",4,"SGD","LeakyReLU",0.01,0,0.2,"Efron",5000,"TRUE",20,2,2,2,2,5.80093768726696,7.19361610412598
"226",2,"SGD","LeakyReLU",0.01,0,0.2,"Efron",5000,"TRUE",20,10,10,NA,NA,5.74493637084961,6.17538242340088
"227",3,"SGD","LeakyReLU",0.01,0,0.2,"Efron",5000,"TRUE",20,10,10,10,NA,5.81910618868741,7.21073482513428
"228",4,"SGD","LeakyReLU",0.01,0,0.2,"Efron",5000,"TRUE",20,10,10,10,10,5.76170415878296,6.19539566040039
"229",2,"Adam","LeakyReLU",0.05,0,0.2,"Efron",5000,"TRUE",20,2,2,NA,NA,5.75547454140403,7.14850364685059
"230",3,"Adam","LeakyReLU",0.05,0,0.2,"Efron",5000,"TRUE",20,2,2,2,NA,5.69892549514771,6.13128185272217
"231",4,"Adam","LeakyReLU",0.05,0,0.2,"Efron",5000,"TRUE",20,2,2,2,2,5.75623553882946,7.14925857543945
"232",2,"Adam","LeakyReLU",0.05,0,0.2,"Efron",5000,"TRUE",20,10,10,NA,NA,5.69934034347534,6.13184881210327
"233",3,"Adam","LeakyReLU",0.05,0,0.2,"Efron",5000,"TRUE",20,10,10,10,NA,5.75660833445462,7.14938146591187
"234",4,"Adam","LeakyReLU",0.05,0,0.2,"Efron",5000,"TRUE",20,10,10,10,10,5.69998188018799,6.13240785598755
"235",2,"SGD","LeakyReLU",0.05,0,0.2,"Efron",5000,"TRUE",20,2,2,NA,NA,5.77188419862227,7.16466926574707
"236",3,"SGD","LeakyReLU",0.05,0,0.2,"Efron",5000,"TRUE",20,2,2,2,NA,5.7154857635498,6.14818067550659
"237",4,"SGD","LeakyReLU",0.05,0,0.2,"Efron",5000,"TRUE",20,2,2,2,2,5.78495352051475,7.17774713516235
"238",2,"SGD","LeakyReLU",0.05,0,0.2,"Efron",5000,"TRUE",20,10,10,NA,NA,5.72802000045776,6.16062889099121
"239",3,"SGD","LeakyReLU",0.05,0,0.2,"Efron",5000,"TRUE",20,10,10,10,NA,5.79776303551414,7.19035652160645
"240",4,"SGD","LeakyReLU",0.05,0,0.2,"Efron",5000,"TRUE",20,10,10,10,10,5.74061708450317,6.17375211715698
"241",2,"Adam","LeakyReLU",0.2,0,0.2,"Efron",5000,"TRUE",20,2,2,NA,NA,5.76573204127225,7.15967609405518
"242",3,"Adam","LeakyReLU",0.2,0,0.2,"Efron",5000,"TRUE",20,2,2,2,NA,5.70976619720459,6.14186229705811
"243",4,"Adam","LeakyReLU",0.2,0,0.2,"Efron",5000,"TRUE",20,2,2,2,2,5.77078004750338,7.16223848342895
"244",2,"Adam","LeakyReLU",0.2,0,0.2,"Efron",5000,"TRUE",20,10,10,NA,NA,5.71521854400635,6.14374179840088
"245",3,"Adam","LeakyReLU",0.2,0,0.2,"Efron",5000,"TRUE",20,10,10,10,NA,5.77493449124423,7.1650165939331
"246",4,"Adam","LeakyReLU",0.2,0,0.2,"Efron",5000,"TRUE",20,10,10,10,10,5.71900291442871,6.1508936882019
"247",2,"SGD","LeakyReLU",0.2,0,0.2,"Efron",5000,"TRUE",20,2,2,NA,NA,5.90564478093928,7.29325590133667
"248",3,"SGD","LeakyReLU",0.2,0,0.2,"Efron",5000,"TRUE",20,2,2,2,NA,5.85862808227539,6.28924312591553
"249",4,"SGD","LeakyReLU",0.2,0,0.2,"Efron",5000,"TRUE",20,2,2,2,2,6.02122338468378,7.39871139526367
"250",2,"SGD","LeakyReLU",0.2,0,0.2,"Efron",5000,"TRUE",20,10,10,NA,NA,5.98071594238281,6.40282402038574
"251",3,"SGD","LeakyReLU",0.2,0,0.2,"Efron",5000,"TRUE",20,10,10,10,NA,6.12244373234836,7.5107865524292
"252",4,"SGD","LeakyReLU",0.2,0,0.2,"Efron",5000,"TRUE",20,10,10,10,10,6.07803287506104,6.53067255020142
"253",2,"Adam","LeakyReLU",0.01,0.2,0.2,"Efron",5000,"TRUE",20,2,2,NA,NA,5.76183150898327,7.15494184494019
"254",3,"Adam","LeakyReLU",0.01,0.2,0.2,"Efron",5000,"TRUE",20,2,2,2,NA,5.70497722625732,6.13764696121216
"255",4,"Adam","LeakyReLU",0.01,0.2,0.2,"Efron",5000,"TRUE",20,2,2,2,2,5.76450549038974,7.1573245048523
"256",2,"Adam","LeakyReLU",0.01,0.2,0.2,"Efron",5000,"TRUE",20,10,10,NA,NA,5.70763874053955,6.13927793502808
"257",3,"Adam","LeakyReLU",0.01,0.2,0.2,"Efron",5000,"TRUE",20,10,10,10,NA,5.76699080900712,7.1601847076416
"258",4,"Adam","LeakyReLU",0.01,0.2,0.2,"Efron",5000,"TRUE",20,10,10,10,10,5.71011152267456,6.14375820159912
"259",2,"SGD","LeakyReLU",0.01,0.2,0.2,"Efron",5000,"TRUE",20,2,2,NA,NA,5.84400647770275,7.23683143615723
"260",3,"SGD","LeakyReLU",0.01,0.2,0.2,"Efron",5000,"TRUE",20,2,2,2,NA,5.78668756484985,6.22129907608032
"261",4,"SGD","LeakyReLU",0.01,0.2,0.2,"Efron",5000,"TRUE",20,2,2,2,2,5.90817539475181,7.30062028884888
"262",2,"SGD","LeakyReLU",0.01,0.2,0.2,"Efron",5000,"TRUE",20,10,10,NA,NA,5.85091152191162,6.2865553855896
"263",3,"SGD","LeakyReLU",0.01,0.2,0.2,"Efron",5000,"TRUE",20,10,10,10,NA,5.97274827090177,7.36520425796509
"264",4,"SGD","LeakyReLU",0.01,0.2,0.2,"Efron",5000,"TRUE",20,10,10,10,10,5.91457109451294,6.35035381317139
"265",2,"Adam","LeakyReLU",0.05,0.2,0.2,"Efron",5000,"TRUE",20,2,2,NA,NA,5.80898499922319,7.19885328292847
"266",3,"Adam","LeakyReLU",0.05,0.2,0.2,"Efron",5000,"TRUE",20,2,2,2,NA,5.75645093917847,6.18377685546875
"267",4,"Adam","LeakyReLU",0.05,0.2,0.2,"Efron",5000,"TRUE",20,2,2,2,2,5.83169721690091,7.22349885940552
"268",2,"Adam","LeakyReLU",0.05,0.2,0.2,"Efron",5000,"TRUE",20,10,10,NA,NA,5.78770437240601,6.22164068222046
"269",3,"Adam","LeakyReLU",0.05,0.2,0.2,"Efron",5000,"TRUE",20,10,10,10,NA,5.84674133820967,7.23479635238647
"270",4,"Adam","LeakyReLU",0.05,0.2,0.2,"Efron",5000,"TRUE",20,10,10,10,10,5.80064926147461,6.23384122848511
"271",2,"SGD","LeakyReLU",0.05,0.2,0.2,"Efron",5000,"TRUE",20,2,2,NA,NA,6.49604073437777,7.8729207611084
"272",3,"SGD","LeakyReLU",0.05,0.2,0.2,"Efron",5000,"TRUE",20,2,2,2,NA,6.55442533493042,7.03132667541504
"273",4,"SGD","LeakyReLU",0.05,0.2,0.2,"Efron",5000,"TRUE",20,2,2,2,2,7.08880678090182,8.43739894866943
"274",2,"SGD","LeakyReLU",0.05,0.2,0.2,"Efron",5000,"TRUE",20,10,10,NA,NA,7.22879037857056,7.81354074478149
"275",3,"SGD","LeakyReLU",0.05,0.2,0.2,"Efron",5000,"TRUE",20,10,10,10,NA,7.62456347725608,8.96420780181885
"276",4,"SGD","LeakyReLU",0.05,0.2,0.2,"Efron",5000,"TRUE",20,10,10,10,10,7.79662609100342,8.43447132110596
"277",2,"Adam","LeakyReLU",0.2,0.2,0.2,"Efron",5000,"TRUE",20,2,2,NA,NA,5.78509801951322,7.17750967025757
"278",3,"Adam","LeakyReLU",0.2,0.2,0.2,"Efron",5000,"TRUE",20,2,2,2,NA,5.72837524414062,6.16202449798584
"279",4,"Adam","LeakyReLU",0.2,0.2,0.2,"Efron",5000,"TRUE",20,2,2,2,2,5.79588043039495,7.18839975357056
"280",2,"Adam","LeakyReLU",0.2,0.2,0.2,"Efron",5000,"TRUE",20,10,10,NA,NA,5.73769178390503,6.17256193161011
"281",3,"Adam","LeakyReLU",0.2,0.2,0.2,"Efron",5000,"TRUE",20,10,10,10,NA,5.80611857500943,7.19877702713013
"282",4,"Adam","LeakyReLU",0.2,0.2,0.2,"Efron",5000,"TRUE",20,10,10,10,10,5.74918613433838,6.1853536605835
"283",2,"SGD","LeakyReLU",0.2,0.2,0.2,"Efron",5000,"TRUE",20,2,2,NA,NA,6.11680396253412,7.50808561325073
"284",3,"SGD","LeakyReLU",0.2,0.2,0.2,"Efron",5000,"TRUE",20,2,2,2,NA,6.06113910675049,6.50701208114624
"285",4,"SGD","LeakyReLU",0.2,0.2,0.2,"Efron",5000,"TRUE",20,2,2,2,2,6.37592484734275,7.76736673355103
"286",2,"SGD","LeakyReLU",0.2,0.2,0.2,"Efron",5000,"TRUE",20,10,10,NA,NA,6.31922512054443,6.76355466842651
"287",3,"SGD","LeakyReLU",0.2,0.2,0.2,"Efron",5000,"TRUE",20,10,10,10,NA,6.63504258502613,8.02750854492188
"288",4,"SGD","LeakyReLU",0.2,0.2,0.2,"Efron",5000,"TRUE",20,10,10,10,10,6.5783221244812,7.0159592628479
